ID,VendorID,FormatID,PrintTypeID,ModelTypeID,Name,ColorsCount,ColorsString,RollSupport,PartNumber,NoBorder,Added,Updated,Description,UserUpdated,FavCartrigeIDs,Barcode,ProfileID,IdentOID,IdentValue,Photo,Firmware
838,2,5,1,1,HL-2035R,0,,ЛОЖЬ,HL-2035R,ЛОЖЬ,07-авг-09,02-июл-11,,,1:552;16:1025,,,,,,
839,2,5,1,1,HL-2140R,0,,ЛОЖЬ,HL-2140R,ЛОЖЬ,07-авг-09,14-июн-19,,,1:553;16:1026,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-2140R*,,
840,2,5,1,1,HL-2142R,0,,ЛОЖЬ,HL-2142R,ЛОЖЬ,07-авг-09,14-июн-19,,,1:553;16:1026,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-2142R*,,
841,2,5,1,1,HL-2150NR,0,,ЛОЖЬ,HL-2150NR,ЛОЖЬ,07-авг-09,14-июн-19,,,1:553;16:1026,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-2150N*,,
842,2,5,1,1,HL-2170WR,0,,ЛОЖЬ,HL-2170WR,ЛОЖЬ,07-авг-09,14-июн-19,,,1:553;16:1026,,3,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-2170W*,,
845,2,5,1,1,HL-5340D,0,,ЛОЖЬ,,ЛОЖЬ,07-авг-09,15-июл-20,"1200×1200 т/д, 30 стр/мин, 16 MB (528 МБ), Duplex",,46:2624;31:3228,,5,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-5340D series,,
846,2,5,1,1,HL-5350DN,0,,ЛОЖЬ,,ЛОЖЬ,07-авг-09,15-июл-20,"скорость печати 30 стр./мин.;
Разрешение: 1200*1200 dpi;
память: 16Мб. (возможность расширения до 528Мб);
Ethernet, USB;
дуплекс",,46:2624;31:3228,,5,1.3.6.1.2.1.25.3.2.1.3.1,Brother HL-5350DN series,,
847,7,5,1,1,ML-1640,0,,ЛОЖЬ,ML-1640,ЛОЖЬ,07-авг-09,01-июл-11,"16стр/мин, 1200х600, 8Мб, USB 2.0",,1:557,,,,,,
848,7,5,1,1,ML-1641,0,,ЛОЖЬ,ML-1641,ЛОЖЬ,07-авг-09,01-июл-11,"16стр/мин, 1200х600, 8Мб, USB 2.0",,1:557,,,,,,
849,7,5,1,1,ML-2240,0,,ЛОЖЬ,ML-2240,ЛОЖЬ,07-авг-09,01-июл-11,"22стр/мин,1200x600dpi,бумага ,плёнки, серый",,1:557,,,,,,
850,7,5,1,1,ML-2245,0,,ЛОЖЬ,ML-2245,ЛОЖЬ,07-авг-09,01-июл-11,"22стр/мин, 8мб, 1200x600dpi, серый",,1:558,,,,,,
851,7,5,1,1,ML-2851ND,0,,ЛОЖЬ,ML-2851ND,ЛОЖЬ,07-авг-09,01-июл-11,"USB, Ethernet, 28стр/мин,1200dpi,32Mb,дуплекс",,1:559,,,,,,
852,7,5,1,1,ML-3471ND,0,,ЛОЖЬ,ML-3471ND,ЛОЖЬ,07-авг-09,01-июл-11,"USB/LAN, 33стр/мин,1200dpi, 32Mb, дуплекс",,1:561,,,,,,
853,7,5,1,1,ML-4050N,0,,ЛОЖЬ,ML-4050N,ЛОЖЬ,07-авг-09,01-июл-11,"USB/LPT/LAN, 38стр/мин, 64MB, 1200dpi, PCL",,1:563,,,,,,
854,7,5,1,1,ML-4550,0,,ЛОЖЬ,ML-4550,ЛОЖЬ,07-авг-09,01-июл-11,"1200dpi, 43стр/мин, 128Mb, PS3, LPT, USB 2.0, лоток на 500л и на 100л",,1:563,,,,,,
855,7,5,1,1,ML-4551ND,0,,ЛОЖЬ,ML-4551ND,ЛОЖЬ,07-авг-09,01-июл-11,"1200dpi, 43стр/мин, 128Mb, PS3, LPT, USB 2.0, Ethernet 10/100, лоток на 500л и на 100л, дуплекс",,1:563,,,,,,
856,5,4,1,1,AcuLaser M8000N,0,,ЛОЖЬ,C11CA38011BZ,ЛОЖЬ,07-авг-09,07-июл-11,,,1:565,,,,,,
857,5,4,1,1,AcuLaser M8000D3TN,0,,ЛОЖЬ,C11CA38011BW,ЛОЖЬ,07-авг-09,07-июл-11,,,1:565,,,,,,
858,5,4,1,1,AcuLaser M8000DN,0,,ЛОЖЬ,C11CA38011BX,ЛОЖЬ,07-авг-09,07-июл-11,,,1:565,,,,,,
859,5,4,1,1,AcuLaser M8000DTN,0,,ЛОЖЬ,C11CA38011BV,ЛОЖЬ,07-авг-09,07-июл-11,,,1:565,,,,,,
860,5,5,1,1,Aculaser M2000D,0,,ЛОЖЬ,C11CA07011 ,ЛОЖЬ,07-авг-09,02-июл-11,"1200х1200dpi, 300 МГц, 32 Mb (макс. 288 Мб), первая стр.- 6 с, 28 стр./мин, 20 000 стр./мес., дуплекс, лоток подачи: 250 л.,",,1:566,,,,,,
861,5,5,1,1,AcuLaser M2000DN,0,,ЛОЖЬ,C11CA07051,ЛОЖЬ,07-авг-09,09-авг-16,"1200х1200dpi, 300 МГц, 32 Mb (макс. 288 Мб), первая стр.- 6 с, 28 стр./мин, 20 000 стр./мес., дуплекс, лоток подачи: 250 л., PCL6, PCL5C, PostScript3, PDF Direct Print, USB 2.0, Ethernet 100 BaseTX/10 BaseT",,1:566,,17,1.3.6.1.2.1.25.3.2.1.3.1,EPSON AL-M2000,,
862,5,5,1,1,Aculaser M2000DTN,0,,ЛОЖЬ,C11CA07051BY,ЛОЖЬ,07-авг-09,02-июл-11,"1200х1200dpi, 300 МГц, 32 Mb (макс. 288 Мб), первая стр.- 6 с, 28 стр./мин, 20 000 стр./мес., дуплекс, лоток подачи: 2х250 л., PCL6, PCL5C, PostScript3, PDF Direct Print, USB 2.0, Ethernet 100 BaseTX/ 10 BaseT",,1:566,,,,,,
863,5,5,1,1,Aculaser M2000DT,0,,ЛОЖЬ,C11CA07011BY,ЛОЖЬ,07-авг-09,02-июл-11,"1200х1200dpi, 300 МГц, 32 Mb (макс. 288 Мб), первая стр.- 6 с, 28 стр./мин, 20 000 стр./мес., дуплекс, лоток подачи: 2х250 л., PCL6, PCL5C, PostScript3, PDF Direct Print, USB 2.0",,1:566,,,,,,
864,5,5,1,1,Aculaser M4000N,0,,ЛОЖЬ,C11CA10001BZ,ЛОЖЬ,07-авг-09,07-июл-11,"1200х1200dpi, 500 МГц, 64 Mb (макс: 576 Мб) первая стр.- 8 с, 43 стр./мин, 200 000 стр./мес., лоток подачи: 150/550 л., ESC/Page, IBM Mode I239X, PCL5E, PCL6, PDF 1.3, USB 2.0 High Speed, IEEE-1284, Ethernet 10/100BaseTX, 422x480x404мм, 21,5кг",,1:568,,,,,,
865,5,5,1,1,Aculaser M4000DN,0,,ЛОЖЬ,C11CA10001BX,ЛОЖЬ,07-авг-09,07-июл-11,"1200х1200dpi, 500 МГц, 64 Mb (макс: 576 Мб) первая стр.- 8 с, 43 стр./мин, 200 000 стр./мес., лоток подачи: 150/550 л., дуплекс, ESC/Page, IBM Mode I239X, PCL5E, PCL6, PDF 1.3, USB 2.0 High Speed, IEEE-1284, Ethernet 10/100BaseTX, 422x480x404мм, 21,5кг",,1:568,,,,,,
866,5,5,1,1,Aculaser M4000DTN,0,,ЛОЖЬ,C11CA10001BW,ЛОЖЬ,07-авг-09,07-июл-11,"1200х1200dpi, 500 МГц, 64 Mb (макс: 576 Мб) первая стр.- 8 с, 43 стр./мин, 200 000 стр./ мес., лоток подачи: 150/ 2х550 л., дуплекс, ESC/Page, IBM Mode I239X, PCL5E, PCL6, PDF 1.3, USB 2.0 High Speed, IEEE-1284, Ethernet 10/100BaseTX, 422x480x404мм, 21,5к",,1:568,,,,,,
867,5,5,1,1,Aculaser M4000TN,0,,ЛОЖЬ,C11CA10001BY,ЛОЖЬ,07-авг-09,07-июл-11,"1200х1200dpi, 500 МГц, 64 Mb (макс: 576 Мб) первая стр.- 8 с, 43 стр./мин, 200 000 стр./мес., лоток подачи: 150/ 2х550 л., ESC/Page, IBM Mode I239X, PCL5E, PCL6, PDF 1.3, USB 2.0 High Speed, IEEE-1284, Ethernet 10/100BaseTX, 422x480x404мм, 21,5кг",,1:568,,,,,,
868,5,4,1,1,AcuLaser M8000TN,0,,ЛОЖЬ,C11CA38011BY,ЛОЖЬ,07-авг-09,07-июл-11,,,1:565,,,,,,
869,5,5,1,1,EPL-6200,0,,ЛОЖЬ,C11C533011BZ,ЛОЖЬ,07-авг-09,20-июн-11,"A4, 1200x1200dpi, 8 Mb (макс. 136 Mb), 200 MHz, 20 стр./мин, первая стр. 10.3 с, 30 000 стр./мес, лотки подачи: 250/15 л., Adobe PostScript 3, ESC/P2, ESC/Page, FX, GL/2, IBM I239X, PCL5E, PCL6, USB, IEEE-1284, 407х436х261мм, 7кг",,1:569;16:967,,,,,,
870,5,5,1,1,EPL-6200L,0,,ЛОЖЬ,C11C534011BZ,ЛОЖЬ,07-авг-09,20-июн-11,"A4, 1200x1200dpi, 2 Мб, 48 МГц, 20 стр./мин, первая стр. 10.3 с, 15 000 стр./мес, лотки подачи: 150 л., PostScript 3, ESC/P2, ESC/Page, FX, GL/2, IBM I239X, PCL5E, PCL6, USB, IEEE-1284, 385х279х261мм, 6.2кг",,1:569;16:967,,,,,,
871,5,5,1,1,EPL-6200N,0,,ЛОЖЬ,C11C533011BR,ЛОЖЬ,07-авг-09,20-июн-11,"A4, 1200x1200dpi, 8 Мб (макс. 136 Mb), 200 МГц, 20 стр./мин, первая стр. 10.3 с, 30 000 стр./мес, лотки подачи: 250/15 л., PostScript 3, ESC/P2, ESC/Page, FX, GL/2, IBM I239X, PCL5E, PCL6, USB, IEEE-1284, Ethernet 10/100BaseTX, 407х436х261мм, 7кг",,1:569;16:967,,,,,,
872,5,5,1,1,EPL-6200N,0,,ЛОЖЬ,C11C533011BP,ЛОЖЬ,07-авг-09,20-июн-11,"A4, 1200x1200dpi, 40 Мб (макс. 136 Mb), 200 МГц, 20 стр./мин, первая стр. 10.3 с, 30 000 стр./мес, лотки подачи: 250/15 л., PostScript 3, ESC/P2, ESC/Page, FX, GL/2, IBM I239X, PCL5E, PCL6, USB, IEEE-1284, Ethernet 10/100BaseTX, 407х436х261мм, 7кг",,1:569;16:967,,,,,,
873,5,4,1,1,EPL-N2550,0,,ЛОЖЬ,C11C649001,ЛОЖЬ,07-авг-09,08-июл-11,,,1:571;28:966,,,,,,
874,5,4,1,1,EPL-N2550D,0,,ЛОЖЬ,C11C649001BY,ЛОЖЬ,07-авг-09,08-июл-11,,,1:571;28:966,,,,,,
875,5,4,1,1,EPL-N2550DT,0,,ЛОЖЬ,C11C649001BW,ЛОЖЬ,07-авг-09,08-июл-11,,,1:571;28:966,,,,,,
876,5,4,1,1,EPL-N2550DTT,0,,ЛОЖЬ,C11C649001BV,ЛОЖЬ,07-авг-09,08-июл-11,,,1:571;28:966,,,,,,
877,5,4,1,1,EPL-N2550T,0,,ЛОЖЬ,C11C649001BX,ЛОЖЬ,07-авг-09,08-июл-11,,,1:571;28:966,,,,,,
878,5,5,1,1,EPL-N3000,0,,ЛОЖЬ,C11C554001BZ,ЛОЖЬ,07-авг-09,08-июл-11,,,1:572;28:965,,,,,,
879,5,5,1,1,EPL-N3000D,0,,ЛОЖЬ,C11C554001BV,ЛОЖЬ,07-авг-09,08-июл-11,,,1:572;28:965,,,,,,
880,3,5,1,1,EPL-N3000DT,0,,ЛОЖЬ,C11C554001BX,ЛОЖЬ,07-авг-09,08-июл-11,,,1:572;28:965,,,,,,
881,3,5,1,1,EPL-N3000DTS,0,,ЛОЖЬ,C11C554001BW,ЛОЖЬ,07-авг-09,08-июл-11,,,1:572;28:965,,,,,,
882,3,5,1,1,EPL-N3000T,0,,ЛОЖЬ,C11С554001BY,ЛОЖЬ,07-авг-09,08-июл-11,,,1:572;28:965,,,,,,
883,3,4,1,1,EPL-N7000,0,,ЛОЖЬ,C11C409011BZ,ЛОЖЬ,07-авг-09,20-июн-11,,,1:573,,,,,,
884,6,5,1,1,Phaser 3250D,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,01-июл-11,28стр/мин,,1:574,,,,,,
885,6,5,1,1,Phaser 3250DN,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,09-авг-16,28стр/мин,,1:574,,81,1.3.6.1.4.1.236.11.5.1.1.1.1.0,Phaser 3250,,
886,6,5,1,1,Phaser 3435DN,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,17-сен-16,33 стр/мин,,1:576,,81,1.3.6.1.4.1.236.11.5.1.1.1.1.0,Phaser 3435,,
887,6,5,1,1,Phaser 3600B,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,01-июл-11,38стр/мин,,1:578,,,,,,
888,6,5,1,1,Phaser 3600DN,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,01-июл-11,38стр/мин,,1:578,,,,,,
889,6,5,1,1,Phaser 3600N,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,01-июл-11,38стр/мин,,1:578,,,,,,
890,6,5,1,1,Phaser 4510B,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,15-дек-16,43 стр/мин,,1:580,,83,1.3.6.1.2.1.25.3.2.1.3.1,Xerox Phaser 4510B;*,,8.58
891,6,5,1,1,Phaser 4510DN,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,15-дек-16,43 стр/мин,,1:580,,83,1.3.6.1.2.1.25.3.2.1.3.1,Xerox Phaser 4510DN;*,,8.58
892,6,5,1,1,Phaser 4510DT,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,15-дек-16,43 стр/мин,,1:580,,83,1.3.6.1.2.1.25.3.2.1.3.1,Xerox Phaser 4510DT;*,,8.58
893,6,5,1,1,Phaser 4510N,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,15-дек-16,43 стр/мин,,1:580,,83,1.3.6.1.2.1.25.3.2.1.3.1,Xerox Phaser 4510N;*,,8.58
894,6,4,1,1,Phaser 5335DN,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,17-сен-16,39 стр/мин,,1:583,,83,1.3.6.1.2.1.25.3.2.1.3.1,Phaser 5335 series,,
895,6,4,1,1,Phaser 5335DT,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,17-сен-16,39 стр/мин,,1:583,,83,1.3.6.1.2.1.25.3.2.1.3.1,Xerox Phaser 5335,,
896,6,4,1,1,Phaser 5335N,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,17-сен-16,39 стр/мин,,1:583,,83,1.3.6.1.2.1.25.3.2.1.3.1,Xerox Phaser 5335,,
897,6,4,1,1,Phaser 5550B,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,01-июл-11,50 стр/мин,,1:582;16:1013,,,,,,
898,6,4,1,1,Phaser 5550DN,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,01-июл-11,50 стр/мин,,1:582;16:1013,,,,,,
899,6,4,1,1,Phaser 5550DT,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,09-авг-16,50 стр/мин,,1:582;16:1013,,85,1.3.6.1.4.1.253.8.53.3.2.1.2.1,Phaser 5550DT,,
900,6,4,1,1,Phaser 5550N,0,,ЛОЖЬ,,ЛОЖЬ,10-авг-09,09-авг-16,50 стр/мин,,1:582;16:1013,,85,1.3.6.1.4.1.253.8.53.3.2.1.2.1,Phaser 5550N,,
901,3,5,1,5,IR-1018J,0,,ЛОЖЬ,0460B002,ЛОЖЬ,19-авг-09,02-июл-11,"1200х600 dpi, 64 Мб, 18 стр/мин, 2(3)tray 500+100 листов, Duplex ",,1:584;16:955,,,,,,
902,3,5,1,5,IR-1020,0,,ЛОЖЬ,2580B001,ЛОЖЬ,19-авг-09,01-июл-11,20 стр./мин,,1:584;16:955,,,,,,
903,3,5,1,5,IR-1022A,0,,ЛОЖЬ,0463B002,ЛОЖЬ,19-авг-09,02-июл-11,22 стр./мин.,,1:584;16:955,,,,,,
904,3,5,1,5,IR-1022F,0,,ЛОЖЬ,0464B002,ЛОЖЬ,19-авг-09,02-июл-11,22 стр./мин.,,1:584;16:955,,,,,,
905,3,5,1,5,IR-1022i,0,,ЛОЖЬ,0482B001,ЛОЖЬ,19-авг-09,02-июл-11,22 стр./мин.,,1:584;16:955,,,,,,
906,3,5,1,5,IR-1022iF,0,,ЛОЖЬ,0484B001,ЛОЖЬ,19-авг-09,02-июл-11,22 стр./мин.,,1:584;16:955,,,,,,
907,3,5,1,5,IR-1024A,0,,ЛОЖЬ,2583B002AA,ЛОЖЬ,19-авг-09,02-июл-11,"24 стр./мин.;
128 Мb;
Ethernet (100Base-TX/10Base-T), USB2.0;
Время разогрева: менее 16 с.",,1:584,,,,,,
908,3,5,1,5,IR-1024i,0,,ЛОЖЬ,2585B001AA,ЛОЖЬ,19-авг-09,02-июл-11,"24 стр./мин.;
256 Мb;
Ethernet (100Base-TX/10Base-T), USB2.0;
Время разогрева: менее 19 с.",,1:584,,,,,,
909,3,5,1,5,IR-1024iF,0,,ЛОЖЬ,2587B001AA,ЛОЖЬ,19-авг-09,02-июл-11,"24 стр./мин.;
256 Мb;
Ethernet (100Base-TX/10Base-T), USB2.0;
Время разогрева: менее 19 с.",,1:584,,,,,,
910,3,4,1,5,iR-2018,0,,ЛОЖЬ,2113B002,ЛОЖЬ,19-авг-09,09-авг-16,,,1:585;16:953,,9,1.3.6.1.2.1.25.3.2.1.3.1,Canon iR2018,,
911,3,4,1,5,IR-2018i,0,,ЛОЖЬ,2118B002,ЛОЖЬ,19-авг-09,01-июл-11,,,1:585;16:953,,,,,,
912,3,4,1,5,iR-2022,0,,ЛОЖЬ,2114B002,ЛОЖЬ,19-авг-09,09-авг-16,,,1:585;16:953,,9,1.3.6.1.2.1.25.3.2.1.3.1,Canon iR2022,,
913,3,4,1,5,IR-2022i,0,,ЛОЖЬ,2115B002,ЛОЖЬ,19-авг-09,01-июл-11,,,1:585;16:953,,,,,,
914,3,4,1,5,iR-2030,0,,ЛОЖЬ,2117B002,ЛОЖЬ,19-авг-09,09-авг-16,30 стр/мин,,1:585;16:953,,9,1.3.6.1.2.1.25.3.2.1.3.1,Canon iR2030,,
915,3,4,1,5,iR-2030i,0,,ЛОЖЬ,2117B010,ЛОЖЬ,19-авг-09,01-июл-11,30 стр/мин,,1:585;16:953,,,,,,
916,3,4,1,5,iR-2270,0,,ЛОЖЬ,,ЛОЖЬ,19-авг-09,24-ноя-17,22 стр./мин.,,1:586;16:957,,9,1.3.6.1.4.1.1602.1.3.3.1.1.2.1.1.10.75.1.100,CanonIR2270,,
917,3,4,1,5,iR-2870,0,,ЛОЖЬ,9533A006,ЛОЖЬ,19-авг-09,24-ноя-17,28 стр./мин.,,1:586;16:957,,9,1.3.6.1.4.1.1602.1.3.3.1.1.2.1.1.10.75.1.100,CanonIR2870,,
918,3,4,1,5,iR-3035N,0,,ЛОЖЬ,1412B009,ЛОЖЬ,19-авг-09,08-июл-11,35 стр/мин,,1:587,,,,,,
919,3,4,1,5,iR-3225,0,,ЛОЖЬ,2537B006 ,ЛОЖЬ,19-авг-09,24-ноя-17,25 стр/мин,,1:586,,9,1.3.6.1.4.1.1602.1.3.3.1.1.2.1.1.10.75.1.100,CanonIR3225,,
920,3,4,1,5,iR-3225i,0,,ЛОЖЬ,2537B007,ЛОЖЬ,19-авг-09,24-ноя-17,25 стр/мин,,1:586,,9,1.3.6.1.4.1.1602.1.3.3.1.1.2.1.1.10.75.1.100,CanonIR3225i,,
921,3,4,1,5,iR-5055N,0,,ЛОЖЬ,1371B003,ЛОЖЬ,19-авг-09,08-июл-11,55 стр/мин,,1:588,,,,,,
922,3,5,1,5,MF6550PL,0,,ЛОЖЬ,0564B050,ЛОЖЬ,19-авг-09,19-авг-09,22 стр/мин.,,,,,,,,
923,3,5,1,5,MF4690PL,0,,ЛОЖЬ,1827B020,ЛОЖЬ,19-авг-09,09-авг-16,20 стр/мин.,,1:590,,1,1.3.6.1.4.1.1602.1.1.1.1.0,MF4690PL,,
924,3,5,1,5,MF6530,0,,ЛОЖЬ,0564B019,ЛОЖЬ,19-авг-09,19-авг-09,22 стр/мин,,,,,,,,
925,3,5,1,5,MF6540PL,0,,ЛОЖЬ,,ЛОЖЬ,19-авг-09,19-авг-09,22 стр/мин.,,,,,,,,
926,3,5,1,5,MF4660PL,0,,ЛОЖЬ,1827B012,ЛОЖЬ,19-авг-09,20-июн-11,20 стр/мин.,,1:590,,,,,,
927,3,5,1,5,MF6560PL,0,,ЛОЖЬ,0564B043,ЛОЖЬ,19-авг-09,19-авг-09,22 стр/мин.,,,,,,,,
928,3,5,1,5,MF6580PL,0,,ЛОЖЬ,0564B036,ЛОЖЬ,19-авг-09,19-авг-09,22 стр/мин.,,,,,,,,
929,3,5,4,5,MF8180C,0,,ЛОЖЬ,0860B018,ЛОЖЬ,19-авг-09,20-июн-11,19 стр./мин в монохромном режиме; 4 стр./мин в цветном режиме,,1:591;2:592;3:594;4:593;20:954,,,,,,
930,3,5,5,5,Pixma MP190,0,,ЛОЖЬ,2910B007,ИСТИНА,19-авг-09,19-авг-09,"19 стр./мин ч/б, 15 стр./мин цвет",,,,,,,,
931,3,5,5,5,Pixma MP240,0,,ЛОЖЬ,2911B009,ИСТИНА,19-авг-09,19-авг-09,"ч/б 19 стр./мин.
цвет 15 стр./мин.",,,,,,,,
932,3,5,5,5,Pixma MP260,0,,ЛОЖЬ,2917B009,ИСТИНА,19-авг-09,19-авг-09,,,,,,,,,
933,3,5,5,5,Pixma MP540,0,,ЛОЖЬ,2919B007,ИСТИНА,19-авг-09,01-июл-11,"ч/б 26 стр./мин.
цвет 18 стр./мин.",,1:602;2:604;3:606;4:605,,,,,,
934,3,5,5,5,Pixma MP620,0,,ЛОЖЬ,2921B007,ИСТИНА,20-авг-09,01-июл-11,"ч/б 26 стр./мин.
цвет 18 стр./мин.",,1:602;2:604;3:606;4:605,,,,,,
935,3,5,5,5,Pixma MP630,0,,ЛОЖЬ,2920B007,ИСТИНА,20-авг-09,01-июл-11,"ч/б 25 стр./мин.
цвет 21 стр./мин.",,1:602;2:604;3:606;4:605,,,,,,
936,3,5,5,5,Pixma MP980,0,,ЛОЖЬ,2922B007,ИСТИНА,20-авг-09,01-июл-11,"ч/б 26 стр./мин.
цвет 21 стр./мин.",,1:602;2:604;3:606;4:605,,,,,,
937,3,5,5,5,Pixma MX300,0,,ЛОЖЬ,2182B007,ИСТИНА,20-авг-09,20-авг-09,"ч/б 22 стр/мин.
цвет 17 стр/мин",,,,,,,,
938,3,5,5,5,Pixma MX310,0,,ЛОЖЬ,2184B007,ИСТИНА,20-авг-09,20-авг-09,"ч/б 22 стр/мин.
цвет 17 стр/мин",,,,,,,,
939,3,5,5,5,Pixma MX320,0,,ЛОЖЬ,3299B007,ИСТИНА,20-авг-09,20-авг-09,,,,,,,,,
940,3,5,5,5,Pixma MX330,0,,ЛОЖЬ,3300B007,ИСТИНА,20-авг-09,20-авг-09,,,,,,,,,
941,3,5,5,5,Pixma MX700,0,,ЛОЖЬ,2186B007,ИСТИНА,20-авг-09,01-июл-11,"ч/б 30 стр/мин.
цвет 20 стр/мин",,1:607;2:609;3:611;4:610,,,,,,
942,3,5,5,5,Pixma MX7600,0,,ЛОЖЬ,2437B007,ИСТИНА,20-авг-09,01-июл-11,,,1:612;2:614;3:613;4:615,,,,,,
943,3,5,5,5,Pixma MX850,0,,ЛОЖЬ,2436B007,ИСТИНА,20-авг-09,01-июл-11,"ч/б 31 стр/мин.
цвет 24 стр/мин",,1:607;2:609;3:611;4:610,,,,,,
944,3,5,1,5,MF4018,0,,ЛОЖЬ,1483B065,ИСТИНА,20-авг-09,20-июн-11,20 стр./мин.,,1:590,,,,,,
945,3,5,1,5,MF4120,0,,ЛОЖЬ,1483B025,ИСТИНА,20-авг-09,20-июн-11,20 стр./мин.,,1:590,,,,,,
946,3,5,1,5,MF4140,0,,ЛОЖЬ,1483B044,ИСТИНА,20-авг-09,20-июн-11,20 стр./мин.,,1:590,,,,,,
947,3,5,1,5,MF4150,0,,ЛОЖЬ,1483B034,ИСТИНА,20-авг-09,20-июн-11,20 стр./мин.,,1:590,,,,,,
948,3,5,1,5,MF4270,0,,ЛОЖЬ,2235B022,ИСТИНА,20-авг-09,09-авг-16,20 стр./мин.,,1:590,,1,1.3.6.1.4.1.1602.1.1.1.1.0,MF4270,,
949,3,5,1,5,MF4320D,0,,ЛОЖЬ,2711B047,ИСТИНА,20-авг-09,20-июн-11,22 стр./мин.,,1:590,,,,,,
950,3,5,1,5,MF4330D,0,,ЛОЖЬ,2711B043,ИСТИНА,20-авг-09,20-июн-11,22 стр./мин.,,1:590,,,,,,
951,3,5,1,5,MF4340D,0,,ЛОЖЬ,2711B078,ИСТИНА,20-авг-09,20-июн-11,22 стр./мин.,,1:590,,,,,,
952,3,5,1,5,MF4350D,0,,ЛОЖЬ,2711B087,ИСТИНА,20-авг-09,20-июн-11,22 стр./мин.,,1:590,,,,,,
953,3,5,1,5,MF4370DN,0,,ЛОЖЬ,2711B096,ИСТИНА,20-авг-09,20-июн-11,22 стр./мин.,,1:590,,,,,,
954,3,5,1,5,MF4380DN,0,,ЛОЖЬ,2711B105,ИСТИНА,20-авг-09,20-июн-11,22 стр./мин.,,1:590,,,,,,
955,3,1,5,2,iPF8100,0,,ЛОЖЬ,2163B003,ЛОЖЬ,20-авг-09,19-май-17,,,1:621;2:617;3:622;4:625;14:624;15:626;35:616;30:620;31:618;39:627;34:623;37:619;13:1057,,0,,,,
956,3,3,5,2,iPF5100,0,,ЛОЖЬ,2157B003,ЛОЖЬ,20-авг-09,19-май-17,,,1:635;2:639;3:634;4:638;14:631;15:633;35:628;30:637;31:636;39:629;34:632;37:630;13:1057,,0,,,,
957,3,2,5,2,iPF6000S,0,,ЛОЖЬ,3174B003,ЛОЖЬ,20-авг-09,19-май-17,,,2:639;3:634;4:638;14:631;15:633;39:629;34:632;37:630,,0,,,,
958,3,2,5,2,iPF605,0,,ЛОЖЬ,3034B003,ЛОЖЬ,20-авг-09,19-май-17,,,1:643;2:644;3:642;4:641;35:640;13:1057,,0,,,,
959,3,2,5,2,iPF610,0,,ЛОЖЬ,2159B003,ЛОЖЬ,20-авг-09,19-май-17,,,1:643;2:644;3:642;4:641;35:640;13:1057,,0,,,,
960,3,2,5,2,iPF6100,0,,ЛОЖЬ,1016B003,ЛОЖЬ,20-авг-09,19-май-17,,,1:635;2:639;3:634;4:638;14:631;15:633;35:628;30:637;31:636;39:629;34:632;37:630;13:1057,,0,,,,
961,3,2,5,2,iPF650,0,,ЛОЖЬ,2990B003,ЛОЖЬ,20-авг-09,19-май-17,,,1:1580;2:1579;3:1581;4:1578;35:1583;13:2255,,8,1.3.6.1.4.1.1602.1.1.1.1.0,iPF650,,
962,3,1,5,2,iPF710,0,,ЛОЖЬ,2160B003,ЛОЖЬ,20-авг-09,20-сен-19,,,1:643;2:644;3:642;4:641;35:640;13:1057,,8,1.3.6.1.4.1.1602.1.1.1.1.0,iPF710,,
963,3,1,5,2,iPF720,0,,ЛОЖЬ,3035B002,ЛОЖЬ,20-авг-09,20-сен-19,,,1:643;2:644;3:642;4:641;35:640;13:1057,,8,1.3.6.1.4.1.1602.1.1.1.1.0,iPF720,,
964,3,1,5,2,iPF750,0,,ЛОЖЬ,2983B003,ЛОЖЬ,20-авг-09,20-сен-19,,,1:643;2:644;3:642;4:645;35:640;13:2255,,8,1.3.6.1.4.1.1602.1.1.1.1.0,iPF750,,
965,3,1,5,2,iPF755,0,,ЛОЖЬ,3432B007,ЛОЖЬ,20-авг-09,19-май-17,,,1:1580;2:1579;3:1581;4:1578;35:1583;13:2255,,8,1.3.6.1.4.1.1602.1.1.1.1.0,iPF755,,
